2.1.01.tiff,2.1.02.tiff,2.1.03.tiff,2.1.04.tiff,2.1.05.tiff,2.1.06.tiff,2.1.07.tiff,2.1.08.tiff,2.1.09.tiff,2.1.10.tiff,2.1.11.tiff,2.1.12.tiff,2.2.02.tiff,2.2.05.tiff,2.2.06.tiff,2.2.07.tiff,2.2.08.tiff,2.2.09.tiff,2.2.10.tiff,2.2.11.tiff,2.2.12.tiff,2.2.13.tiff,2.2.14.tiff,2.2.15.tiff,2.2.16.tiff,2.2.17.tiff,2.2.18.tiff,2.2.19.tiff,2.2.21.tiff,2.2.22.tiff,2.2.23.tiff,2.2.24.tiff,3.2.25.tiff,wash-ir.tiff,6.1.01.tiff,6.1.02.tiff,6.1.03.tiff,6.1.04.tiff,6.1.05.tiff,6.1.06.tiff,6.1.07.tiff,6.1.08.tiff,6.1.09.tiff,6.1.10.tiff,6.1.11.tiff,6.1.12.tiff,6.1.13.tiff,6.1.14.tiff,6.1.15.tiff,6.1.16.tiff,6.2.01.tiff,6.2.02.tiff,6.2.03.tiff,6.2.05.tiff,6.2.06.tiff,6.2.07.tiff,6.2.08.tiff,6.2.09.tiff,6.2.10.tiff,6.2.11.tiff,6.2.12.tiff,6.2.13.tiff,6.2.14.tiff,6.2.15.tiff,6.2.16.tiff,6.2.17.tiff,6.2.18.tiff,6.2.19.tiff,6.2.20.tiff,6.2.21.tiff,6.2.23.tiff,6.2.24.tiff,6.2.25.tiff,6.2.27.tiff,6.2.28.tiff,6.2.30.tiff,6.2.32.tiff,6.3.01.tiff,6.3.02.tiff,6.3.03.tiff,6.3.05.tiff,6.3.06.tiff,6.3.08.tiff,6.3.09.tiff,6.3.10.tiff,6.3.11.tiff,motion01.512.tiff,motion02.512.tiff,motion03.512.tiff,motion04.512.tiff,motion05.512.tiff,motion06.512.tiff,motion07.512.tiff,motion08.512.tiff,motion09.512.tiff,motion10.512.tiff,1.1.01.tiff,1.1.02.tiff,1.1.03.tiff,1.1.04.tiff,1.1.05.tiff,1.1.06.tiff,1.1.07.tiff,1.1.08.tiff,1.1.09.tiff,1.1.10.tiff,1.1.11.tiff,1.1.12.tiff,1.1.13.tiff,1.2.01.tiff,1.2.02.tiff,1.2.03.tiff,1.2.04.tiff,1.2.05.tiff,1.2.06.tiff,1.2.07.tiff,1.2.08.tiff,1.2.09.tiff,1.2.10.tiff,1.2.12.tiff,1.2.13.tiff,1.3.01.tiff,1.3.04.tiff,1.3.05.tiff,1.3.06.tiff,1.3.07.tiff,1.3.09.tiff,1.3.10.tiff,1.3.11.tiff,1.3.13.tiff,1.4.01.tiff,1.4.02.tiff,1.4.03.tiff,1.4.04.tiff,1.4.05.tiff,1.4.06.tiff,1.4.07.tiff,1.4.08.tiff,1.4.09.tiff,1.4.10.tiff,1.4.11.tiff,1.4.12.tiff,1.5.01.tiff,1.5.02.tiff,1.5.03.tiff,1.5.05.tiff,1.5.06.tiff,1.5.07.tiff,texmos1.p512.tiff,texmos2.p512.tiff,texmos2.s512.tiff,texmos3.s512.tiff,texmos3b.p512.tiff
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
